"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"164",10,"Dalton Kincaid",BUF,"TE21","13","3 out of 5 stars","-33"
"165",10,"Bryce Young",CAR,"QB23","7","4 out of 5 stars","-14"
"166",10,"Kendre Miller",NO,"RB54","11","4 out of 5 stars","-27"
"167",10,"Justin Tucker",BAL,"K1","13","5 out of 5 stars","-"
"168",10,"Rashid Shaheed",NO,"WR64","11","4 out of 5 stars","+17"
"169",10,"New York Jets",NYJ,"DST6","7","2 out of 5 stars","+21"
"170",10,"Denver Broncos",DEN,"DST7","9","2 out of 5 stars","+37"
"171",10,"Kyler Murray",ARI,"QB24","14","2 out of 5 stars","-31"
"172",10,"Romeo Doubs",GB,"WR65","6","3 out of 5 stars","-13"
"173",10,"Clyde Edwards-Helaire",KC,"RB55","10","4 out of 5 stars","+29"
"174",10,"Baltimore Ravens",BAL,"DST8","13","3 out of 5 stars","+14"
"175",11,"Tyler Bass",BUF,"K2","13","4 out of 5 stars","-"
"176",11,"Cordarrelle Patterson",ATL,"RB56","11","4 out of 5 stars","+21"
"177",11,"Alec Pierce",IND,"WR66","11","4 out of 5 stars","-6"
"178",11,"Daniel Carlson",LV,"K3","13","2 out of 5 stars","-"
"179",11,"Zamir White",LV,"RB57","13","3 out of 5 stars","+74"
"180",11,"Jerome Ford",CLE,"RB58","5","3 out of 5 stars","+12"
"181",11,"Roschon Johnson",CHI,"RB59","13","5 out of 5 stars","-27"
"182",11,"Hunter Henry",NE,"TE22","11","2 out of 5 stars","+24"
"183",11,"Trey McBride",ARI,"TE23","14","2 out of 5 stars","+31"
"184",11,"C.J. Stroud",HOU,"QB25","7","3 out of 5 stars","-15"
"185",11,"K.J. Osborn",MIN,"WR67","13","3 out of 5 stars","-47"
"186",11,"Tank Bigsby",JAC,"RB60","9","2 out of 5 stars","-24"
"187",11,"Harrison Butker",KC,"K4","10","5 out of 5 stars","-"
"188",11,"Jimmy Garoppolo",LV,"QB26","13","4 out of 5 stars","-23"
"189",11,"Irv Smith Jr.",CIN,"TE24","7","4 out of 5 stars","-31"
"190",11,"Evan McPherson",CIN,"K5","7","0 out of 5 stars","-"
"191",11,"Curtis Samuel",WAS,"WR68","14","3 out of 5 stars","+7"
"192",11,"Chase Claypool",CHI,"WR69","13","3 out of 5 stars","+19"
"193",11,"Michael Carter",NYJ,"RB61","7","3 out of 5 stars","+20"
"194",11,"Mac Jones",NE,"QB27","11","2 out of 5 stars","-13"
"195",11,"WanDale Robinson",NYG,"WR70","13","3 out of 5 stars","-17"
"196",11,"Hunter Renfrow",LV,"WR71","13","2 out of 5 stars","+4"
"197",11,"Marquez Valdes-Scantling",KC,"WR72","10","2 out of 5 stars","+4"
"198",11,"Noah Fant",SEA,"TE25","5","2 out of 5 stars","+14"
"199",11,"Kansas City Chiefs",KC,"DST9","10","2 out of 5 stars","+5"
"200",11,"Zach Ertz",ARI,"TE26","14","2 out of 5 stars","-5"
"201",11,"Leonard Fournette",FA,"RB62","-","-","-45"
"202",11,"New Orleans Saints",NO,"DST10","11","4 out of 5 stars","+17"
"203",11,"Joshua Kelley",LAC,"RB63","5","3 out of 5 stars","+27"
"204",11,"Kareem Hunt",FA,"RB64","-","-","-49"
"205",11,"Pittsburgh Steelers",PIT,"DST11","6","4 out of 5 stars","-9"
"206",11,"Darius Slayton",NYG,"WR73","13","3 out of 5 stars","+45"
"207",11,"Isaiah Hodgins",NYG,"WR74","13","3 out of 5 stars","+16"
"208",11,"Tampa Bay Buccaneers",TB,"DST12","5","4 out of 5 stars","+39"
"209",11,"Van Jefferson",LAR,"WR75","10","3 out of 5 stars","+13"
"210",11,"Cincinnati Bengals",CIN,"DST13","7","4 out of 5 stars","+11"
"211",11,"Sam LaPorta",DET,"TE27","9","3 out of 5 stars","-36"
"212",11,"Younghoe Koo",ATL,"K6","11","4 out of 5 stars","-"
"213",11,"Joshua Palmer",LAC,"WR76","5","3 out of 5 stars","-3"
"214",11,"John Metchie III",HOU,"WR77","7","4 out of 5 stars","+1"
"215",11,"Chase Edmonds",TB,"RB65","5","3 out of 5 stars","+39"
"216",11,"Miami Dolphins",MIA,"DST14","10","3 out of 5 stars","-13"
"217",11,"Ryan Tannehill",TEN,"QB28","7","4 out of 5 stars","-12"
"218",12,"Jason Sanders",MIA,"K7","10","2 out of 5 stars","-"
"219",12,"Mecole Hardman Jr.",NYJ,"WR78","7","3 out of 5 stars","+13"
"220",12,"Pierre Strong Jr.",NE,"RB66","11","2 out of 5 stars","+43"
"221",12,"Allen Robinson II",PIT,"WR79","6","3 out of 5 stars","+6"
"222",12,"Tyquan Thornton",NE,"WR80","11","2 out of 5 stars","+2"
"223",12,"Jelani Woods",IND,"TE28","11","3 out of 5 stars","+18"
"224",12,"DeVante Parker",NE,"WR81","11","2 out of 5 stars","+68"
"225",12,"Jalin Hyatt",NYG,"WR82","13","3 out of 5 stars","-52"
"226",12,"Sam Howell",WAS,"QB29","14","1 out of 5 stars","-40"
"227",12,"Los Angeles Chargers",LAC,"DST15","5","2 out of 5 stars","+6"
"228",12,"Matt Gay",IND,"K8","11","4 out of 5 stars","-"
"229",12,"Washington Commanders",WAS,"DST16","14","3 out of 5 stars","+11"
"230",12,"Cleveland Browns",CLE,"DST17","5","5 out of 5 stars","-1"
"231",12,"Hayden Hurst",CAR,"TE29","7","3 out of 5 stars","-42"
"232",12,"Brandon McManus",JAC,"K9","9","2 out of 5 stars","-"
"233",12,"Jake Elliott",PHI,"K10","10","2 out of 5 stars","-"
"234",12,"Desmond Ridder",ATL,"QB30","11","4 out of 5 stars","-41"
"235",12,"Parris Campbell",NYG,"WR83","13","3 out of 5 stars","-26"
"236",12,"Jonathan Mingo",CAR,"WR84","7","4 out of 5 stars","-59"
"237",12,"Isaiah Likely",BAL,"TE30","13","4 out of 5 stars","-9"
"238",12,"Brock Purdy",SF,"QB31","9","3 out of 5 stars","-51"
"239",12,"Jason Myers",SEA,"K11","5","2 out of 5 stars","-"
"240",12,"Michael Mayer",LV,"TE31","13","5 out of 5 stars","-70"
"241",12,"Nick Folk",NE,"K12","11","2 out of 5 stars","-"
"242",12,"Indianapolis Colts",IND,"DST18","11","3 out of 5 stars","+4"
"243",12,"Green Bay Packers",GB,"DST19","6","2 out of 5 stars","+1"
"244",12,"Trey Lance",SF,"QB32","9","3 out of 5 stars","-64"
"245",12,"Robert Woods",HOU,"WR85","7","4 out of 5 stars","-3"
"246",12,"Corey Davis",NYJ,"WR86","7","3 out of 5 stars","+40"
"247",12,"Tim Patrick",DEN,"WR87","9","2 out of 5 stars","+10"
"248",12,"Terrace Marshall Jr.",CAR,"WR88","7","4 out of 5 stars","+11"
"249",12,"Isaiah Spiller",LAC,"RB67","5","3 out of 5 stars","+29"
"250",12,"Zach Evans",LAR,"RB68","10","3 out of 5 stars","-51"
"251",12,"Josh Downs",IND,"WR89","11","4 out of 5 stars","-35"
"252",12,"Graham Gano",NYG,"K13","13","0 out of 5 stars","-"
"253",12,"Los Angeles Rams",LAR,"DST20","10","3 out of 5 stars","+15"
"254",12,"Tyjae Spears",TEN,"RB69","7","4 out of 5 stars","-78"
"255",12,"Rashee Rice",KC,"WR90","10","2 out of 5 stars","-73"
"256",12,"Russell Gage",TB,"WR91","5","4 out of 5 stars","+52"
"257",12,"Jacksonville Jaguars",JAC,"DST21","9","5 out of 5 stars","-63"
"258",12,"Matt Prater",ARI,"K14","14","2 out of 5 stars","-"
"259",12,"Greg Joseph",MIN,"K15","13","1 out of 5 stars","-"
"260",12,"Jayden Reed",GB,"WR92","6","3 out of 5 stars","-42"
"261",12,"Greg Zuerlein",NYJ,"K16","7","4 out of 5 stars","-"
"262",12,"DErnest Johnson",JAC,"RB70","9","2 out of 5 stars","+2"
"263",12,"Chase Brown",CIN,"RB71","7","3 out of 5 stars","-72"
"264",12,"James Robinson",FA,"RB72","-","-","-16"
"265",13,"Boston Scott",PHI,"RB73","10","1 out of 5 stars","-"
"266",13,"Zack Moss",IND,"RB74","11","3 out of 5 stars","+27"
"267",13,"Wil Lutz",NO,"K17","11","5 out of 5 stars","-"
"268",13,"Carolina Panthers",CAR,"DST22","7","3 out of 5 stars","-1"
"269",13,"Israel Abanikanda",NYJ,"RB75","7","3 out of 5 stars","-33"
"270",13,"Khalil Shakir",BUF,"WR93","13","2 out of 5 stars","-20"
"271",13,"Logan Thomas",WAS,"TE32","14","3 out of 5 stars","-6"
"272",13,"Kyren Williams",LAR,"RB76","10","3 out of 5 stars","-11"
"273",13,"Cade Otton",TB,"TE33","5","2 out of 5 stars","-28"
"274",13,"Baker Mayfield",TB,"QB33","5","3 out of 5 stars","-57"
"275",13,"Zonovan Knight",NYJ,"RB77","7","3 out of 5 stars","+24"
"276",13,"Marvin Jones Jr.",DET,"WR94","9","3 out of 5 stars","-4"
"277",13,"Dustin Hopkins",LAC,"K18","5","4 out of 5 stars","-"
"278",13,"Sterling Shepard",NYG,"WR95","13","3 out of 5 stars","-7"
"279",13,"Josh Reynolds",DET,"WR96","9","3 out of 5 stars","+3"
"280",13,"Mack Hollins",ATL,"WR97","11","4 out of 5 stars","+18"
"281",13,"Chris Boswell",PIT,"K19","6","4 out of 5 stars","-"
"282",13,"Marvin Mims Jr.",DEN,"WR98","9","2 out of 5 stars","-51"
"283",13,"Isaiah McKenzie",IND,"WR99","11","4 out of 5 stars","-"
"284",13,"Kendrick Bourne",NE,"WR100","11","2 out of 5 stars","-"
"285",13,"New York Giants",NYG,"DST23","13","3 out of 5 stars","-42"
"286",13,"Seattle Seahawks",SEA,"DST24","5","2 out of 5 stars","-61"
"287",13,"Ronald Jones II",DAL,"RB78","7","3 out of 5 stars","+10"
"288",13,"Nyheim Hines",BUF,"RB79","13","2 out of 5 stars","-15"
"289",13,"Tennessee Titans",TEN,"DST25","7","5 out of 5 stars","-13"
"290",13,"Richie James Jr.",KC,"WR101","10","2 out of 5 stars","-30"
"291",13,"Riley Patterson",DET,"K20","9","1 out of 5 stars","-"
"292",13,"Daniel Bellinger",NYG,"TE34","13","1 out of 5 stars","+9"
"293",13,"Kaimi Fairbairn",HOU,"K21","7","5 out of 5 stars","-"
"294",13,"Cairo Santos",CHI,"K22","13","5 out of 5 stars","-"
"295",13,"Matt Breida",NYG,"RB80","13","2 out of 5 stars","-40"
"296",13,"Kayshon Boutte",NE,"WR102","11","2 out of 5 stars","-16"
"297",13,"JaMycal Hasty",JAC,"RB81","9","2 out of 5 stars","+33"
"298",13,"Detroit Lions",DET,"DST26","9","3 out of 5 stars","-46"
"299",13,"Robbie Gould",FA,"K23","-","-","-"
"300",13,"Luke Musgrave",GB,"TE35","6","4 out of 5 stars","-74"
"301",13,"Austin Hooper",LV,"TE36","13","5 out of 5 stars","-13"
"302",13,"Jordan Mason",SF,"RB82","9","4 out of 5 stars","-"
"303",13,"Tyrion Davis-Price",SF,"RB83","9","4 out of 5 stars","-"
"304",13,"Laviska Shenault Jr.",CAR,"WR103","7","4 out of 5 stars","-"
"305",13,"Devin Duvernay",BAL,"WR104","13","3 out of 5 stars","-"
"306",13,"Tyler Conklin",NYJ,"TE37","7","3 out of 5 stars","-86"
"307",13,"Minnesota Vikings",MIN,"DST27","13","2 out of 5 stars","-23"
"308",13,"Ryan Succop",FA,"K24","-","-","-"
"309",13,"KJ Hamler",DEN,"WR105","9","2 out of 5 stars","-"
"310",13,"DeWayne McBride",MIN,"RB84","13","5 out of 5 stars","-44"
"311",13,"Jake Moody",SF,"K25","9","2 out of 5 stars","-"
